"@timestamp","message","Env","AppName"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: 1234696303540976221. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.108Z","DST Manager: [0] Updating organisation tables: -2468395253657398636. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.095Z","DST Manager: [0] Updating organisation tables: 5294866051674178722. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.087Z","DST Manager: [0] Updating organisation tables: 9112578383413901988. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.086Z","DST Manager: [0] Updating organisation tables: -4455246203664198410. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.019Z","DST Manager: [0] Updating organisation tables: 8422641239068046474. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:04.981Z","DST Manager: [0] Updating organisation tables: -3732713843655400556. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:04.174Z","DST Manager: [0] Updating organisation tables: 6017218451556403302. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.934Z","DST Manager: [0] Updating organisation tables: -662669502293380847. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.934Z","DST Manager: [0] Updating organisation tables: 7826973907611280641. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.902Z","DST Manager: [0] Updating organisation tables: 8114788276279448694. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.735Z","DST Manager: [0] Updating organisation tables: -4509410049863252365. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.732Z","DST Manager: [0] Updating organisation tables: -1322427526529387367. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.732Z","DST Manager: [0] Updating organisation tables: -3780051197932908080. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.666Z","DST Manager: [0] Updating organisation tables: -6645714076558183193. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.666Z","DST Manager: [0] Updating organisation tables: -7362109598671170395. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.665Z","DST Manager: [0] Updating organisation tables: -5578359659929793078. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.665Z","DST Manager: [0] Updating organisation tables: -5985094519109974151. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.484Z","DST Manager: [0] Updating organisation tables: 1990524000643981041. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.484Z","DST Manager: [0] Updating organisation tables: -8236397764817011929. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:02.484Z","DST Manager: [0] Updating organisation tables: 3511062743289354385. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.548Z","DST Manager: [0] Updating organisation tables: -6994596095605698898. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.165Z","DST Manager: [0] Updating organisation tables: 7909847766738651886. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.164Z","DST Manager: [0] Updating organisation tables: 3419242498903337133. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.148Z","DST Manager: [0] Updating organisation tables: -1370046000192100992. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.147Z","DST Manager: [0] Updating organisation tables: 5489936822679125714. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.147Z","DST Manager: [0] Updating organisation tables: 4579300890211755922. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.146Z","DST Manager: [0] Updating organisation tables: -5299357492026723770. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.146Z","DST Manager: [0] Updating organisation tables: 6208697860403603076. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.111Z","DST Manager: [0] Updating organisation tables: 6059552404235314869. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.110Z","DST Manager: [0] Updating organisation tables: -3763519080388487804. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:00.110Z","DST Manager: [0] Updating organisation tables: 1081403527562116958. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:59.220Z","DST Manager: [0] Updating organisation tables: -7015218169303023156. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:58.334Z","DST Manager: [0] Updating organisation tables: 7461300862158731796. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:58.334Z","DST Manager: [0] Updating organisation tables: -8371255190641483432. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:58.192Z","DST Manager: [0] Updating organisation tables: 4689341703184645277. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:58.192Z","DST Manager: [0] Updating organisation tables: -252277091790349072. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:57.853Z","DST Manager: [0] Updating organisation tables: -709184310393604720. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:57.852Z","DST Manager: [0] Updating organisation tables: -3342911372359225390. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:57.852Z","DST Manager: [0] Updating organisation tables: 4030404053401934310. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:57.851Z","DST Manager: [0] Updating organisation tables: 5781643154135224567. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:57.849Z","DST Manager: [0] Updating organisation tables: -2686835797817937407. Done.","DEV","DynaMiX.DeviceConfig.Services.API"

"2023-08-23T08:45:50.783Z","DST Manager: [0] Sending 111 commands could produce more errors. Please check the log.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.393Z","DST Manager: [0] Sending 111 of 111. Org: 4036779219063094058 Mobileunit: 1400960057381998592","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.392Z","DST Manager: [0] Sending 110 of 111. Org: 801577480108267051 Mobileunit: 1395831563365085184","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.390Z","DST Manager: [0] Sending 109 of 111. Org: -3114727087208153790 Mobileunit: 1347602172760035328","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.389Z","DST Manager: [0] Sending 108 of 111. Org: 3222089765699420885 Mobileunit: -3569917599332248240","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.388Z","DST Manager: [0] Sending 107 of 111. Org: 1990524000643981041 Mobileunit: 1426252730836324352","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.387Z","DST Manager: [0] Sending 106 of 111. Org: 3222089765699420885 Mobileunit: 1408203159022665728","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.386Z","DST Manager: [0] Sending 105 of 111. Org: -3696897480297892940 Mobileunit: 1400957663894032384","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.384Z","DST Manager: [0] Sending 104 of 111. Org: -3696897480297892940 Mobileunit: 1400876301372088320","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.383Z","DST Manager: [0] Sending 103 of 111. Org: 7018027399675734769 Mobileunit: 1395801807940722688","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.381Z","DST Manager: [0] Sending 102 of 111. Org: -252277091790349072 Mobileunit: 1392992009184190464","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.379Z","DST Manager: [0] Sending 101 of 111. Org: -3696897480297892940 Mobileunit: 1391127181792464896","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.378Z","DST Manager: [0] Sending 100 of 111. Org: 7018027399675734769 Mobileunit: 1378416842994774016","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.377Z","DST Manager: [0] Sending 99 of 111. Org: 2949969500767588382 Mobileunit: 1370818866283057152","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.376Z","DST Manager: [0] Sending 98 of 111. Org: -1363049150666500343 Mobileunit: 1364745443014770688","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:45:49.375Z","DST Manager: [0] Sending 97 of 111. Org: -1363049150666500343 Mobileunit: 1364736578760114176","DEV","DynaMiX.DeviceConfig.Services.API"
